Support Tickets Ticket ID,Support Tickets Created Date,Support Tickets Closed Date,Support Tickets Days Creation to Solved,Support Tickets Csat Rating Score,Incident Tag,Severity,Support Team,Plan Type,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055527,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055547,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055545,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055285,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055280,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055498,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055500,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055562,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055476,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055158,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055509,2022-03-23,2022-04-06,7 days,good,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055506,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055549,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055427,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055558,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055525,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055560,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055552,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055524,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055541,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055474,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055512,2022-03-23,2022-04-06,7 days,offered,incident-332-manual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
997884,2022-02-04,2022-02-19,7 days,,incident-300, ,paid,starter, , , , , ,,,,,,,,,,,,,,,,,,,,,,
988744,2022-01-29,2022-02-12,7 days,offered,incident-300, ,paid,starter, ,,,,,,,,,,,,,,,,,,,,,,,,,,
997862,2022-02-04,2022-02-19,7 days,,incident-300, ,paid,premium-domain,starter, , , , , ,,,,,,,,,,,,,,,,,,,,,
988725,2022-01-29,2022-02-12,7 days,offered,incident-300, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,,
997863,2022-02-04,2022-02-19,7 days,,incident-300, ,paid,premium-domain,professional, , , , , ,,,,,,,,,,,,,,,,,,,,,
997861,2022-02-04,2022-02-15,3 days,,incident-300, ,no-plan,, , , , , ,,,,,,,,,,,,,,,,,,,,,,
997873,2022-02-04,2022-02-15,3 days,,incident-300, ,no-plan,,premium-domain, , , , , ,,,,,,,,,,,,,,,,,,,,,
997896,2022-02-04,2022-02-15,3 days,,incident-300, ,no-plan,,premium-domain, , , , , ,,,,,,,,,,,,,,,,,,,,,
997866,2022-02-04,2022-02-15,3 days,,incident-300, ,no-plan,,premium-domain, , , , , ,,,,,,,,,,,,,,,,,,,,,
1056076,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,pro, ,,,,,,,,,,,,,,,,,,,,,,,,,
1055631,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,pro, ,,,,,,,,,,,,,,,,,,,,,,,,,
1056195,2022-03-24,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,pro, ,,,,,,,,,,,,,,,,,,,,,,,,,
1056041,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,pro, ,,,,,,,,,,,,,,,,,,,,,,,,,
1056172,2022-03-24,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1055361,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1055600,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1055431,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1055667,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1055898,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1056071,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1055117,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1056169,2022-03-24,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1055953,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,professional-plus, ,,,,,,,,,,,,,,,,,,,,,,,,
1055978,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,professional-plus, ,,,,,,,,,,,,,,,,,,,,,,,,
1055578,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,professional, ,,,,,,,,,,,,,,,,,,,,,,,,
1055914,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,professional, ,,,,,,,,,,,,,,,,,,,,,,,,
1055713,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,professional, ,,,,,,,,,,,,,,,,,,,,,,,,
1055747,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055471,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055456,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055338,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055844,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055373,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055142,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055297,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055538,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055532,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1056223,2022-03-24,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1056224,2022-03-24,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055202,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055537,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055601,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055463,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1056155,2022-03-24,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055686,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055101,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1056030,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055300,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055247,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1056002,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055488,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1056212,2022-03-24,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055130,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055201,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055534,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055718,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055175,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1056207,2022-03-24,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055086,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055925,2022-03-23,2022-04-07,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055466,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055410,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055645,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,pacific/auckland,paid,premium-domain,professional-plus, ,,,,,,,,,,,,,,,,,,,,,,,
1055243,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,pacific/auckland,paid,premium-domain,professional-plus, ,,,,,,,,,,,,,,,,,,,,,,,
1055122,2022-03-23,2022-04-06,7 days,offered,hv-trial,incident-332-manual, ,onboarding-monthly,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
997841,2022-02-04,2022-02-19,7 days,,hv-trial,incident-300, ,paid,premium-domain,starter, , , , , ,,,,,,,,,,,,,,,,,,,,
997832,2022-02-04,2022-02-19,7 days,,hv-trial,incident-300, ,paid,premium-domain,starter, , , , , ,,,,,,,,,,,,,,,,,,,,
988749,2022-01-29,2022-02-12,7 days,offered,hv-trial,incident-300, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
997887,2022-02-04,2022-02-19,7 days,,hv-trial,incident-300, ,paid,premium-domain,pro, , , , , ,,,,,,,,,,,,,,,,,,,,
988742,2022-01-29,2022-02-12,7 days,offered,hv-trial,incident-300, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055407,2022-03-23,2022-04-06,7 days,offered,high-potential-partner,incident-332-manual, ,paid,partner-platform-status-public,partner-program-health-score-healthy,partner-program-tier-gold,partner-type-platform,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,
1056049,2022-03-23,2022-04-07,7 days,offered,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055421,2022-03-23,2022-04-06,7 days,offered,free,incident-332-manual, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,
1055355,2022-03-23,2022-04-02,3 days,offered,free,incident-332-manual, ,, ,trialing,,,,,,,,,,,,,,,,,,,,,,,,,
1055678,2022-03-23,2022-04-02,3 days,offered,free,incident-332-manual, ,, ,trialing,,,,,,,,,,,,,,,,,,,,,,,,,
1008904,2022-02-14,2022-02-21,0 days,good,form-tag-id-maintaining-app-other,from-partner-form,incident-309,pcf-existing,,,pz-view-partnerships-inquiry, ,verified,,,,,,,,,,,,,,,,,,,,,,
1055327,2022-03-23,2022-04-06,7 days,offered,europe/zurich,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055853,2022-03-23,2022-04-07,7 days,offered,europe/zurich,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055931,2022-03-23,2022-04-07,7 days,offered,europe/warsaw,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055803,2022-03-23,2022-04-06,7 days,offered,europe/vilnius,hv-trial,incident-332-manual, ,paid,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055945,2022-03-23,2022-04-07,7 days,offered,europe/vienna,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055665,2022-03-23,2022-04-06,7 days,offered,europe/stockholm,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055452,2022-03-23,2022-04-06,7 days,offered,europe/sofia,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056199,2022-03-24,2022-04-07,7 days,offered,europe/rome,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055852,2022-03-23,2022-04-07,7 days,offered,europe/rome,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055484,2022-03-23,2022-04-06,7 days,offered,europe/rome,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056027,2022-03-23,2022-04-07,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1056038,2022-03-23,2022-04-07,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,professional, ,,,,,,,,,,,,,,,,,,,,,,,,
1055200,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055208,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055309,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055375,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055659,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,professional-plus, ,,,,,,,,,,,,,,,,,,,,,,,
1055155,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055868,2022-03-23,2022-04-07,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055181,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055638,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055378,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056015,2022-03-23,2022-04-07,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055231,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055165,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055133,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055417,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055672,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056081,2022-03-23,2022-04-07,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055348,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055883,2022-03-23,2022-04-07,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056067,2022-03-23,2022-04-07,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055967,2022-03-23,2022-04-07,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055890,2022-03-23,2022-04-07,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055536,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056164,2022-03-24,2022-04-07,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055249,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055649,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055251,2022-03-23,2022-04-06,7 days,offered,europe/paris,hv-trial,incident-332-manual, ,onboarding-annual,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,
997840,2022-02-04,2022-02-19,7 days,,europe/paris,hv-trial,incident-300, ,paid,premium-domain,starter, , , , , ,,,,,,,,,,,,,,,,,,,
1055381,2022-03-23,2022-04-06,7 days,offered,europe/oslo,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056192,2022-03-24,2022-04-07,7 days,offered,europe/moscow,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055253,2022-03-23,2022-04-06,7 days,offered,europe/moscow,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056175,2022-03-24,2022-04-07,7 days,offered,europe/madrid,hv-trial,incident-332-manual, ,paid,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055811,2022-03-23,2022-04-06,7 days,offered,europe/madrid,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055205,2022-03-23,2022-04-06,7 days,offered,europe/madrid,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056084,2022-03-23,2022-04-07,7 days,good,europe/madrid,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055457,2022-03-23,2022-04-06,7 days,offered,europe/madrid,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055440,2022-03-23,2022-04-06,7 days,offered,europe/madrid,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055989,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1056066,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,starter, ,,,,,,,,,,,,,,,,,,,,,,,,
1055641,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,pro, ,,,,,,,,,,,,,,,,,,,,,,,,
1055486,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055940,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055153,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,starter, ,,,,,,,,,,,,,,,,,,,,,,,
1055634,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,professional-plus, ,,,,,,,,,,,,,,,,,,,,,,,
1056191,2022-03-24,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,professional, ,,,,,,,,,,,,,,,,,,,,,,,
1055946,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,professional, ,,,,,,,,,,,,,,,,,,,,,,,
1056009,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055907,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055673,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055885,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056154,2022-03-24,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056046,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056190,2022-03-24,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055886,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055822,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055310,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055808,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055279,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055223,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055276,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055585,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055682,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055135,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055712,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056011,2022-03-23,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1055702,2022-03-23,2022-04-06,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
1056161,2022-03-24,2022-04-07,7 days,offered,europe/london,hv-trial,incident-332-manual, ,paid,premium-domain,pro, ,,,,,,,,,,,,,,,,,,,,,,,
