Support Tickets Ticket ID,Support Tickets Created Date, , , , , 
1055183,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055385,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1056088,2022-03-23,2022-04-06,incident-332-manual, ,team,paid
1055823,2022-03-23,2022-04-06,incident-332-manual, ,team,paid
1055138,2022-03-23,2022-04-05,incident-332-manual, , , 
1055428,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055109,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055227,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055446,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055690,2022-03-23,2022-04-06,incident-332-manual, ,team,paid
1055191,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055323,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055167,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055270,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055199,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055156,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055246,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
997875,2022-02-04,2022-02-18,incident-300, ,team,paid
1055089,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055216,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055245,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055092,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055306,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055380,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055384,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055157,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055204,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055225,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055390,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055271,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055131,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055179,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055170,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055302,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055143,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055257,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055418,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055404,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055250,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055397,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055077,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055371,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055337,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055267,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055409,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055163,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055277,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055233,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055095,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055123,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055426,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055151,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055368,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055354,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055377,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055078,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055193,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055060,2022-03-23,2022-04-05,incident-332-manual, , ,paid
1055058,2022-03-23,2022-04-05,incident-332-manual, , ,paid
1055057,2022-03-23,2022-04-05,incident-332-manual, , ,paid
1055055,2022-03-23,2022-04-05,incident-332-manual, ,hv-trial,paid
1055067,2022-03-23,2022-04-05,incident-332-manual, ,hv-trial,paid
1055065,2022-03-23,2022-04-05,incident-332-manual, ,hv-trial,paid
1055062,2022-03-23,2022-04-05,incident-332-manual, ,hv-trial,paid
1055053,2022-03-23,2022-04-05,incident-332-manual, ,hv-trial,paid
1055069,2022-03-23,2022-04-05,incident-332-manual, ,hv-trial,paid
1055172,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1009330,2022-02-14,2022-02-28,incident-310, ,starter,paid
1072529,2022-04-06, ,incident-348,incident-sev-2, , 
1072055,2022-04-05, ,incident-347,incident-sev-2, , 
1010899,2022-02-15,2022-03-01,incident-311, , , 
1071965,2022-04-05, ,incident-,incident-sev-2, , 
1057446,2022-03-24,2022-04-08,incident-332, ,team,paid
1010883,2022-02-15,2022-03-01,incident-311, , , 
1010894,2022-02-15,2022-03-01,incident-311, , , 
1010870,2022-02-15,2022-03-01,incident-311, , , 
1010873,2022-02-15,2022-03-01,incident-311, , , 
1010884,2022-02-15,2022-03-01,incident-311, , , 
1009670,2022-02-14,2022-02-28,incident-310, ,no-plan, 
1011114,2022-02-15,2022-03-01,incident-311, , , 
1059600,2022-03-27,2022-04-10,incident-332, ,team,paid
1054141,2022-03-23,2022-04-05,incident-332, ,team,paid
1053791,2022-03-22,2022-04-05,incident-332, ,hv-trial,paid
1009211,2022-02-14,2022-03-01,incident-310, ,team,paid
1053722,2022-03-22,2022-04-06,incident-332, ,starter,paid
1057969,2022-03-25,2022-04-08,incident-332, ,pro,paid
1054374,2022-03-23,2022-04-08,incident-332, ,pro,paid
1057262,2022-03-24,2022-04-08,incident-332, ,starter,paid
1025391,2022-02-26,2022-03-12,incident-300, ,starter,paid
1058594,2022-03-25,2022-03-25,incident-332, ,pro,paid
1009373,2022-02-14,2022-03-01,incident-310, ,starter,paid
1000447,2022-02-07,2022-02-23,incident-304, ,starter,paid
995343,2022-02-03,2022-02-17,incident-304, ,starter,paid
1009253,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009366,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009474,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009535,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009235,2022-02-14,2022-03-04,incident-310, ,starter,paid
1009508,2022-02-14,2022-02-28,incident-309, ,starter,paid
1009078,2022-02-14,2022-02-28,incident-309, ,pro,paid
1009717,2022-02-14,2022-02-28,incident-309, ,starter,paid
1009467,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009428,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009442,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009353,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009356,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009355,2022-02-14,2022-02-28,incident-310, ,pro,paid
1000723,2022-02-08,2022-02-22,incident-304, ,starter,paid
1015145,2022-02-17,2022-03-04,incident-313, ,no-plan, 
1009757,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009016,2022-02-14,2022-02-23,incident-309, ,no-plan, 
1058805,2022-03-25,2022-04-08,incident-332, ,pro,paid
1009183,2022-02-14,2022-02-21,incident-309, ,free, 
999984,2022-02-07,2022-02-28,incident-309, ,starter,paid
1058472,2022-03-25,2022-04-08,incident-341, ,pro,paid
1058528,2022-03-25,2022-04-08,incident-341, ,pro,paid
1008788,2022-02-14,2022-02-21,incident-309, ,pro,paid
1058685,2022-03-25,2022-04-08,incident-341, ,pro,paid
1008812,2022-02-14,2022-02-28,incident-309, ,pro,paid
1009376,2022-02-14,2022-02-21,incident-310, ,pro,paid
1009292,2022-02-14,2022-02-28,incident-309, ,starter,paid
1015085,2022-02-17,2022-02-24,incident-313, ,starter,paid
1009500,2022-02-14,2022-02-21,incident-310, ,starter,paid
1009418,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009520,2022-02-14,2022-02-21,incident-310, ,starter,paid
1009432,2022-02-14,2022-02-28,incident-310, ,starter,paid
1008937,2022-02-14,2022-02-28,incident-309, ,pro,paid
1009571,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009412,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009461,2022-02-14,2022-02-28,incident-310, ,pro,paid
1008834,2022-02-14,2022-02-28,incident-309, ,pro,paid
1009286,2022-02-14,2022-02-28,incident-310, ,pro,paid
1008883,2022-02-14,2022-02-22,incident-309, ,team,paid
1008988,2022-02-14,2022-02-28,incident-309, ,starter,paid
1009280,2022-02-14,2022-02-28,incident-310, ,free, 
1009548,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009451,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009655,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009320,2022-02-14,2022-03-01,incident-310, ,starter,paid
1009445,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009313,2022-02-14,2022-02-21,incident-310, ,free, 
1009263,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009436,2022-02-14,2022-02-28,incident-310, ,professional,paid
1009480,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009544,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009485,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009522,2022-02-14,2022-02-22,incident-310, ,pro,paid
1010013,2022-02-14,2022-02-22,incident-310, ,starter,paid
1008818,2022-02-14,2022-02-28,incident-309, ,pro,paid
1009001,2022-02-14,2022-02-28,incident-309, ,pro,paid
1015179,2022-02-17,2022-02-25,incident-313, ,pro,paid
1009429,2022-02-14,2022-02-28,incident-310, ,pro,paid
1025080,2022-02-25,2022-03-07,incident-321, ,pro,paid
1011642,2022-02-15,2022-03-03,incident-311, ,hv-trial,paid
1011238,2022-02-15,2022-03-03,incident-311, ,team,paid
1010888,2022-02-15,2022-03-03,incident-311, ,team,paid
1008893,2022-02-14,2022-02-27,incident-309, ,team,paid
1009011,2022-02-14,2022-02-27,incident-309, ,team,paid
1008915,2022-02-14,2022-02-27,incident-309, ,team,paid
1009993,2022-02-14,2022-03-03,incident-310, ,team,paid
1009623,2022-02-14,2022-03-01,incident-310, ,hv-trial,paid
1009437,2022-02-14,2022-02-27,incident-310, ,team,paid
1009267,2022-02-14,2022-02-28,incident-310, ,starter,paid
1056210,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1056034,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055269,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055169,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055132,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1010064,2022-02-14,2022-02-28,incident-309, ,starter,paid
1056216,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055127,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1056007,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
1056017,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055150,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1056029,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055064,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055296,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055451,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1010128,2022-02-14,2022-02-28,incident-310, ,team,paid
993191,2022-02-02,2022-02-12,incident-304, ,starter,paid
1056021,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055666,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055876,2022-03-23,2022-04-07,incident-332-manual, ,free,associate-cc
1056060,2022-03-23,2022-04-07,incident-332-manual, ,free,associate-cc
1055266,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055603,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055173,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055304,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055405,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055951,2022-03-23,2022-04-07,incident-332-manual, ,free,associate-cc
1056138,2022-03-24,2022-04-07,incident-332-manual, ,free,associate-cc
1055997,2022-03-23,2022-04-07,incident-332-manual, ,free,associate-cc
1055224,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055998,2022-03-23,2022-04-07,incident-332-manual, ,free,associate-cc
1055719,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055933,2022-03-23,2022-04-07,incident-332-manual, ,free,associate-cc
1056062,2022-03-23,2022-04-07,incident-332-manual, ,free,associate-cc
1055070,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055254,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055742,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055892,2022-03-23,2022-04-07,incident-332-manual, ,free,associate-cc
1055715,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055685,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055152,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055724,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
1055023,2022-03-23,2022-04-06,incident-332-manual, ,free,associate-cc
997837,2022-02-04,2022-02-19,incident-300, ,free,associate-cc
997835,2022-02-04,2022-02-19,incident-300, ,free,associate-cc
997865,2022-02-04,2022-02-19,incident-300, ,free,associate-cc
997885,2022-02-04,2022-02-19,incident-300, ,free,associate-cc
997894,2022-02-04,2022-02-19,incident-300, ,free,associate-cc
997889,2022-02-04,2022-02-19,incident-300, ,free,associate-cc
988717,2022-01-29,2022-02-12,incident-300, ,free,associate-cc
988743,2022-01-29,2022-02-12,incident-300, ,free,associate-cc
988741,2022-01-29,2022-02-12,incident-300, ,free,associate-cc
1055215,2022-03-23,2022-04-06,incident-332-manual, ,hv-trial,associate-cc
1056093,2022-03-23,2022-04-07,incident-332-manual, ,hv-trial,associate-cc
988747,2022-01-29,2022-02-12,incident-300, ,hv-trial,associate-cc
1055859,2022-03-23,2022-04-07,incident-332-manual, ,hv-trial,associate-cc
1055210,2022-03-23,2022-04-06,incident-332-manual, ,hv-trial,associate-cc
1055628,2022-03-23,2022-04-06,incident-332-manual, ,hv-trial,associate-cc
1055817,2022-03-23,2022-04-06,incident-332-manual, ,hv-trial,associate-cc
1058514,2022-03-25, ,incident-332, ,free,associate-cc
1008962,2022-02-14,2022-02-28,incident-309, ,free,associate-cc
1053812,2022-03-22,2022-04-07,incident-332, ,hv-trial,associate-cc
1008910,2022-02-14,2022-02-28,incident-309, ,free,associate-cc
1009332,2022-02-14,2022-02-28,incident-310, ,free,associate-cc
1009365,2022-02-14,2022-02-28,incident-310, ,free,associate-cc
1024516,2022-02-25,2022-03-12,incident-321, ,free,paid
1009455,2022-02-14,2022-02-28,incident-310, ,free,associate-cc
1009308,2022-02-14,2022-02-28,incident-310, ,free,associate-cc
1015072,2022-02-17,2022-03-06,incident-313, ,free,associate-cc
1009527,2022-02-14,2022-02-28,incident-310, ,free,associate-cc
1056036,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055705,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1056026,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055313,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055927,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055214,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1056185,2022-03-24,2022-04-07,incident-332-manual, ,starter,paid
1055213,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055389,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055711,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1056082,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055735,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056090,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055176,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055979,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056149,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055961,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055732,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055866,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1056012,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055630,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055394,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056063,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055159,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055632,2022-03-23,2022-04-08,incident-332-manual, ,pro,paid
1055299,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056206,2022-03-24,2022-04-07,incident-332-manual, ,professional-plus,paid
1055901,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1058564,2022-03-25,2022-04-08,incident-341, ,starter,paid
1009191,2022-02-14,2022-02-28,incident-310, ,pro,paid
1008842,2022-02-14,2022-02-28,incident-309, ,pro,paid
1055331,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1055721,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1008905,2022-02-14,2022-02-28,incident-309, , , 
1009402,2022-02-14,2022-02-28,incident-310, , , 
1009439,2022-02-14,2022-02-28,incident-310, , , 
1009427,2022-02-14,2022-02-28,incident-310, , , 
1008857,2022-02-14,2022-03-06,incident-309, ,team,paid
1056061,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1056177,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055226,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055676,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055376,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055333,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055449,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1056000,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055894,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056095,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
997919,2022-02-05,2022-02-19,incident-300, ,pro,paid
988716,2022-01-29,2022-02-12,incident-300, ,pro,paid
1011323,2022-02-15,2022-03-02,incident-311, ,pro,paid
1015144,2022-02-17,2022-03-03,incident-313, ,team,paid
1009180,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009341,2022-02-14,2022-02-28,incident-310, ,starter,paid
1002994,2022-02-09,2022-02-27,incident-310, ,team,paid
997923,2022-02-05,2022-02-19,incident-300, ,hv-trial,associate-cc
988730,2022-01-29,2022-02-12,incident-300, ,hv-trial,associate-cc
1055956,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055278,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1055943,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055804,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055962,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055322,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055305,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055301,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055118,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055051,2022-03-23, ,incident-332-manual, ,hv-trial,paid
1009521,2022-02-14,2022-02-28,incident-310, ,starter,paid
1009983,2022-02-14,2022-02-27,incident-310, ,team,paid
1055964,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055137,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1009261,2022-02-14,2022-02-28,incident-310, ,pro,paid
1055108,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055959,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055683,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1055465,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055114,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055921,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055073,2022-03-23,2022-04-05,incident-332-manual, ,hv-trial,paid
1009546,2022-02-14,2022-02-28,incident-310, ,pro,paid
1009581,2022-02-14,2022-02-28,incident-310, ,pro,paid
1013645,2022-02-16,2022-02-24,incident-313, ,starter,paid
1055736,2022-03-23,2022-04-06,incident-332-manual, ,professional-plus,paid
1055124,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1056058,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056089,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055398,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055988,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055703,2022-03-23,2022-04-06,incident-332-manual, ,starter,paid
1056059,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1056215,2022-03-24,2022-04-07,incident-332-manual, ,starter,paid
1056178,2022-03-24,2022-04-07,incident-332-manual, ,starter,paid
1055851,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1056079,2022-03-23,2022-04-07,incident-332-manual, ,starter,paid
1055913,2022-03-23,2022-04-07,incident-332-manual, ,professional-plus,paid
1055650,2022-03-23,2022-04-06,incident-332-manual, ,professional-plus,paid
1056028,2022-03-23,2022-04-07,incident-332-manual, ,professional-plus,paid
1056054,2022-03-23,2022-04-07,incident-332-manual, ,professional-plus,paid
1055935,2022-03-23,2022-04-07,incident-332-manual, ,professional-plus,paid
1055915,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
1055140,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1056162,2022-03-24,2022-04-07,incident-332-manual, ,professional,paid
1055455,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1055867,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
1055681,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1056074,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
1055874,2022-03-23,2022-04-07,incident-332-manual, ,professional,paid
1055352,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1055228,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055660,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055349,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056220,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055710,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055923,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055977,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055995,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055987,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056226,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055688,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055160,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055492,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055444,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055903,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055717,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055596,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055920,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055107,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056057,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055345,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055991,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055274,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055240,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056166,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055530,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055862,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055453,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055483,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055973,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055734,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055439,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055642,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055468,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055358,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055846,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056020,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055180,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055976,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055720,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055743,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055958,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055918,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055674,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055891,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1056222,2022-03-24,2022-04-07,incident-332-manual, ,pro,paid
1055744,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055598,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055857,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055314,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055800,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055706,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055887,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055731,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055856,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
1055648,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055120,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1055391,2022-03-23,2022-04-06,incident-332-manual, ,pro,paid
1056069,2022-03-23,2022-04-07,incident-332-manual, ,pro,paid
997856,2022-02-04,2022-02-19,incident-300, ,starter,paid
988720,2022-01-29,2022-02-12,incident-300, ,team,paid
997921,2022-02-05,2022-02-19,incident-300, ,starter,paid
997845,2022-02-04,2022-02-19,incident-300, ,starter,paid
988714,2022-01-29,2022-02-12,incident-300, ,starter,paid
988736,2022-01-29,2022-02-12,incident-300, ,starter,paid
997876,2022-02-04,2022-02-19,incident-300, ,professional-plus,paid
988738,2022-01-29,2022-02-12,incident-300, ,professional-plus,paid
997850,2022-02-04,2022-02-19,incident-300, ,professional,paid
997833,2022-02-04,2022-02-19,incident-300, ,pro,paid
997920,2022-02-05,2022-02-19,incident-300, ,pro,paid
988715,2022-01-29,2022-02-12,incident-300, ,pro,paid
988724,2022-01-29,2022-02-12,incident-300, ,pro,paid
988739,2022-01-29,2022-02-12,incident-300, ,pro,paid
1055248,2022-03-23,2022-04-06,incident-332-manual, ,professional,paid
1055445,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055262,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055217,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055081,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055085,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055147,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055334,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055443,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
1055311,2022-03-23,2022-04-05,incident-332-manual, ,team,paid
